source,family,T,EL,L
ctrl,arabic_bible,-1.481379,0.000000,-2.311479
ctrl,arabic_bible,-2.551767,0.083333,-2.533618
ctrl,arabic_bible,-2.259909,0.173913,-1.999565
ctrl,arabic_bible,-2.196970,0.080000,-2.358484
ctrl,arabic_bible,-1.749741,0.258065,-1.376043
ctrl,arabic_bible,-2.316059,0.190476,-1.960269
ctrl,arabic_bible,-2.608588,0.000000,-2.912143
ctrl,arabic_bible,-1.809377,0.095238,-2.088266
ctrl,arabic_bible,-1.927675,0.214286,-1.653810
ctrl,arabic_bible,-2.223216,0.161290,-2.032762
ctrl,arabic_bible,-2.871041,0.000000,-3.051998
ctrl,arabic_bible,-2.042205,0.157895,-1.950495
ctrl,arabic_bible,-1.683421,0.235294,-1.435859
ctrl,arabic_bible,-2.260951,0.086957,-2.363507
ctrl,arabic_bible,-2.207734,0.400000,-1.026955
ctrl,arabic_bible,-2.210391,0.000000,-2.699952
ctrl,arabic_bible,-1.662448,0.346154,-0.961405
ctrl,arabic_bible,-2.433839,0.093750,-2.427246
ctrl,arabic_bible,-2.701632,0.351351,-1.493442
ctrl,arabic_bible,-2.391576,0.117647,-2.304860
ctrl,arabic_bible,-2.643686,0.090909,-2.550941
ctrl,arabic_bible,-2.169021,0.043478,-2.496214
ctrl,arabic_bible,-2.364405,0.157895,-2.122188
ctrl,arabic_bible,-2.744401,0.166667,-2.288022
ctrl,arabic_bible,-2.065702,0.030303,-2.496216
ctrl,arabic_bible,-2.323920,0.117647,-2.268808
ctrl,arabic_bible,-2.584096,0.000000,-2.899091
ctrl,arabic_bible,-1.948639,0.095238,-2.162475
ctrl,arabic_bible,-2.448896,0.058824,-2.581225
ctrl,arabic_bible,-2.030501,0.214286,-1.708603
ctrl,arabic_bible,-2.438932,0.129630,-2.280021
ctrl,arabic_bible,-1.991664,0.064516,-2.313788
ctrl,arabic_bible,-2.409898,0.105263,-2.366375
ctrl,arabic_bible,-1.567178,0.066667,-2.078602
ctrl,arabic_bible,-2.340563,0.142857,-2.172325
ctrl,arabic_bible,-2.538893,0.142857,-2.278010
ctrl,arabic_bible,-2.195690,0.171429,-1.975726
ctrl,arabic_bible,-1.871262,0.172414,-1.798729
ctrl,arabic_bible,-1.437880,0.181818,-1.528490
ctrl,arabic_bible,-1.721704,0.136364,-1.869685
ctrl,arabic_bible,-2.027206,0.178571,-1.856096
ctrl,arabic_bible,-2.158748,0.027027,-2.559489
ctrl,arabic_bible,-1.387601,0.121212,-1.754967
ctrl,arabic_bible,-2.370187,0.151515,-2.151929
ctrl,arabic_bible,-2.120032,0.222222,-1.723146
ctrl,arabic_bible,-1.802502,0.181818,-1.722788
ctrl,arabic_bible,-1.458375,0.166667,-1.602728
ctrl,arabic_bible,-1.440527,0.142857,-1.692717
ctrl,arabic_bible,-3.067799,0.093750,-2.765069
ctrl,arabic_bible,-2.102895,0.040000,-2.475512
ctrl,arabic_bible,-1.650104,0.250000,-1.356650
ctrl,arabic_bible,-1.640210,0.052632,-2.176171
ctrl,arabic_bible,-2.453380,0.166667,-2.132943
ctrl,arabic_bible,-1.235081,0.071429,-1.881736
ctrl,arabic_bible,-1.981467,0.272727,-1.438250
ctrl,arabic_bible,-2.478262,0.296296,-1.604486
ctrl,arabic_bible,-1.870754,0.076923,-2.197510
ctrl,arabic_bible,-1.938300,0.187500,-1.771407
ctrl,arabic_bible,-2.290889,0.125000,-2.220479
ctrl,arabic_bible,-2.445839,0.076923,-2.503959
ctrl,arabic_bible,-2.420879,0.117647,-2.320475
ctrl,arabic_bible,-2.629375,0.047619,-2.724221
ctrl,arabic_bible,-1.821668,0.166667,-1.796319
ctrl,arabic_bible,-2.520744,0.111111,-2.401004
ctrl,arabic_bible,-1.729374,0.227273,-1.493867
ctrl,arabic_bible,-1.572748,0.136364,-1.790310
ctrl,arabic_bible,-1.846805,0.129032,-1.966986
ctrl,arabic_bible,-2.066892,0.130435,-2.078404
ctrl,arabic_bible,-1.749122,0.193548,-1.645323
ctrl,arabic_bible,-1.161639,0.187500,-1.357543
ctrl,arabic_bible,-2.781974,0.096774,-2.600121
ctrl,arabic_bible,-1.875927,0.100000,-2.103829
ctrl,arabic_bible,-1.989581,0.250000,-1.537549
ctrl,arabic_bible,-2.119544,0.076923,-2.330084
ctrl,arabic_bible,-1.833352,0.125000,-1.976668
ctrl,arabic_bible,-2.082051,0.050000,-2.422615
ctrl,arabic_bible,-2.352754,0.314286,-1.462428
ctrl,arabic_bible,-1.849296,0.320000,-1.170268
ctrl,arabic_bible,-2.303747,0.150000,-2.122856
ctrl,arabic_bible,-2.941314,0.120000,-2.587970
ctrl,arabic_bible,-2.127334,0.352941,-1.180768
ctrl,arabic_bible,-2.392294,0.258065,-1.718444
ctrl,arabic_bible,-2.413316,0.156250,-2.155125
ctrl,arabic_bible,-2.280390,0.166667,-2.040761
ctrl,arabic_bible,-1.488215,0.071429,-2.016625
ctrl,arabic_bible,-2.024973,0.297297,-1.358756
ctrl,arabic_bible,-2.097194,0.222222,-1.710976
ctrl,arabic_bible,-2.277024,0.045455,-2.545507
ctrl,arabic_bible,-2.455418,0.071429,-2.532025
ctrl,arabic_bible,-2.514602,0.125000,-2.339690
ctrl,arabic_bible,-2.763616,0.120000,-2.493279
ctrl,arabic_bible,-2.209898,0.210526,-1.819910
ctrl,arabic_bible,-2.561140,0.000000,-2.886858
ctrl,arabic_bible,-2.740122,0.100000,-2.564339
ctrl,arabic_bible,-2.861467,0.208333,-2.176280
ctrl,arabic_bible,-2.354270,0.217391,-1.868154
ctrl,arabic_bible,-2.486969,0.227273,-1.897572
ctrl,arabic_bible,-2.367152,0.411765,-1.062741
ctrl,arabic_bible,-1.998249,0.190476,-1.790915
ctrl,arabic_bible,-2.325278,0.291667,-1.542311
ctrl,arabic_bible,-1.675912,0.285714,-1.221154
ctrl,arabic_bible,-1.872595,0.100000,-2.102054
ctrl,arabic_bible,-2.465105,0.136364,-2.265826
ctrl,arabic_bible,-2.083723,0.103448,-2.200148
ctrl,arabic_bible,-1.925408,0.208333,-1.677476
ctrl,arabic_bible,-1.834781,0.161290,-1.825774
ctrl,arabic_bible,-2.543757,0.117647,-2.385954
ctrl,arabic_bible,-2.116872,0.142857,-2.053125
ctrl,arabic_bible,-2.266365,0.200000,-1.893989
ctrl,arabic_bible,-1.213626,0.142857,-1.571806
ctrl,arabic_bible,-1.828464,0.133333,-1.939239
ctrl,arabic_bible,-3.092567,0.076923,-2.848586
ctrl,arabic_bible,-2.650868,0.085714,-2.576476
ctrl,arabic_bible,-2.210391,0.066667,-2.421355
ctrl,arabic_bible,-2.030025,0.153846,-1.960923
ctrl,arabic_bible,-2.434812,0.208333,-1.948926
ctrl,arabic_bible,-2.751516,0.080000,-2.653989
ctrl,arabic_bible,-1.545848,0.342857,-0.913048
ctrl,arabic_bible,-2.358015,0.100000,-2.360722
ctrl,arabic_bible,-2.678210,0.281250,-1.773912
ctrl,arabic_bible,-2.121868,0.058824,-2.406960
ctrl,arabic_bible,-3.018684,0.179487,-2.380604
ctrl,arabic_bible,-2.712178,0.138889,-2.386933
ctrl,arabic_bible,-2.398211,0.300000,-1.546351
ctrl,arabic_bible,-2.717734,0.142857,-2.373310
ctrl,arabic_bible,-2.500165,0.155556,-2.204307
ctrl,arabic_bible,-1.816060,0.162162,-1.812154
ctrl,arabic_bible,-1.697266,0.117647,-1.934878
ctrl,arabic_bible,-3.093910,0.117647,-2.679117
ctrl,arabic_bible,-2.650526,0.136364,-2.364633
ctrl,arabic_bible,-3.009171,0.058824,-2.879783
ctrl,arabic_bible,-2.659772,0.000000,-2.939417
ctrl,arabic_bible,-2.559726,0.108108,-2.434326
ctrl,arabic_bible,-2.319889,0.214286,-1.862811
ctrl,arabic_bible,-2.742919,0.200000,-2.147933
ctrl,arabic_bible,-2.985603,0.071429,-2.814548
ctrl,arabic_bible,-2.940605,0.027027,-2.976122
ctrl,arabic_bible,-2.222335,0.000000,-2.706317
ctrl,arabic_bible,-2.649157,0.145833,-2.324330
ctrl,arabic_bible,-2.353668,0.103448,-2.343996
ctrl,arabic_bible,-2.331276,0.138889,-2.183959
ctrl,arabic_bible,-1.915347,0.066667,-2.264134
ctrl,arabic_bible,-2.244602,0.185185,-1.944302
ctrl,arabic_bible,-2.447722,0.111111,-2.362092
ctrl,arabic_bible,-3.023219,0.076923,-2.811632
ctrl,arabic_bible,-2.805933,0.038462,-2.856574
ctrl,arabic_bible,-2.633391,0.200000,-2.089568
ctrl,arabic_bible,-2.672770,0.090909,-2.566438
ctrl,arabic_bible,-1.144403,0.142857,-1.534919
ctrl,arabic_bible,-2.437176,0.090909,-2.440896
ctrl,arabic_bible,-2.766848,0.000000,-2.996475
ctrl,arabic_bible,-2.415746,0.142857,-2.212388
ctrl,arabic_bible,-2.219310,0.041667,-2.530582
ctrl,arabic_bible,-1.904363,0.041667,-2.362754
ctrl,arabic_bible,-2.066130,0.095238,-2.225084
ctrl,arabic_bible,-1.993660,0.055556,-2.352298
ctrl,arabic_bible,-1.623670,0.150000,-1.760459
ctrl,arabic_bible,-1.943626,0.095238,-2.159804
ctrl,arabic_bible,-2.464936,0.058824,-2.589773
ctrl,arabic_bible,-2.394103,0.153846,-2.154932
ctrl,arabic_bible,-1.745143,0.120000,-1.950558
ctrl,arabic_bible,-2.288256,0.058824,-2.495624
ctrl,arabic_bible,-1.666025,0.062500,-2.148688
ctrl,arabic_bible,-2.216103,0.105263,-2.263106
ctrl,arabic_bible,-2.219512,0.041667,-2.530690
ctrl,arabic_bible,-2.018702,0.250000,-1.553067
ctrl,arabic_bible,-1.950341,0.086957,-2.197991
ctrl,arabic_bible,-1.508706,0.250000,-1.281302
ctrl,arabic_bible,-2.148443,0.150000,-2.040099
ctrl,arabic_bible,-1.989926,0.300000,-1.328786
ctrl,arabic_bible,-2.039553,0.071429,-2.310420
ctrl,arabic_bible,-1.395115,0.136364,-1.695653
ctrl,arabic_bible,-2.725478,0.125000,-2.452061
ctrl,arabic_bible,-2.075212,0.250000,-1.583180
ctrl,arabic_bible,-2.106677,0.050000,-2.435738
ctrl,arabic_bible,-2.171345,0.157895,-2.019311
ctrl,arabic_bible,-2.678883,0.035714,-2.800353
ctrl,arabic_bible,-2.822028,0.000000,-3.025880
ctrl,arabic_bible,-1.784853,0.125000,-1.950824
ctrl,arabic_bible,-1.582546,0.187500,-1.581834
ctrl,arabic_bible,-2.728629,0.000000,-2.976109
ctrl,arabic_bible,-1.746233,0.222222,-1.523957
ctrl,arabic_bible,-1.760851,0.000000,-2.460403
ctrl,arabic_bible,-2.279927,0.000000,-2.737007
ctrl,arabic_bible,-2.304334,0.157895,-2.090178
ctrl,arabic_bible,-2.253282,0.050000,-2.513861
ctrl,arabic_bible,-2.008752,0.058824,-2.346683
ctrl,arabic_bible,-1.871105,0.217391,-1.610687
ctrl,arabic_bible,-2.131351,0.100000,-2.239938
ctrl,arabic_bible,-2.037111,0.000000,-2.607615
ctrl,arabic_bible,-2.412667,0.153846,-2.164825
ctrl,arabic_bible,-1.879593,0.050000,-2.314730
ctrl,arabic_bible,-1.176135,0.294118,-0.919717
ctrl,arabic_bible,-1.425125,0.357143,-0.789019
ctrl,arabic_bible,-2.409898,0.052632,-2.586320
ctrl,arabic_bible,-2.204296,0.111111,-2.232376
ctrl,arabic_bible,-2.567915,0.085714,-2.532272
ctrl,arabic_bible,-2.049218,0.150000,-1.987224
ctrl,arabic_bible,-2.720097,0.095238,-2.573567
ctrl,arabic_bible,-1.961412,0.150000,-1.940434
ctrl,arabic_bible,-1.538839,0.125000,-1.819729
ctrl,arabic_bible,-2.424078,0.190476,-2.017830
ctrl,arabic_bible,-2.287135,0.269231,-1.615744
ctrl,arabic_bible,-2.874044,0.192308,-2.249953
ctrl,arabic_bible,-1.754908,0.071429,-2.158739
ctrl,arabic_bible,-1.595501,0.250000,-1.327553
ctrl,arabic_bible,-2.342612,0.045455,-2.580458
ctrl,arabic_bible,-2.387745,0.117647,-2.302819
ctrl,arabic_bible,-2.647401,0.117647,-2.441183
ctrl,arabic_bible,-2.908121,0.136364,-2.501899
ctrl,arabic_bible,-2.899300,0.070175,-2.773796
ctrl,arabic_bible,-2.257744,0.137931,-2.148778
ctrl,arabic_bible,-2.437604,0.217391,-1.912560
ctrl,arabic_bible,-2.441884,0.097561,-2.415607
ctrl,arabic_bible,-2.418666,0.071429,-2.512441
ctrl,arabic_bible,-2.907411,0.000000,-3.071379
ctrl,arabic_bible,-2.965014,0.000000,-3.102074
ctrl,arabic_bible,-2.576178,0.047619,-2.695874
ctrl,arabic_bible,-2.801612,0.116279,-2.529075
ctrl,arabic_bible,-2.257094,0.125000,-2.202470
ctrl,arabic_bible,-3.076869,0.041667,-2.987555
ctrl,arabic_bible,-2.604376,0.066667,-2.631301
ctrl,arabic_bible,-2.926123,0.076923,-2.759891
ctrl,arabic_bible,-2.746057,0.064516,-2.715787
ctrl,arabic_bible,-2.587346,0.078947,-2.570906
ctrl,arabic_bible,-2.573050,0.125000,-2.370836
ctrl,arabic_bible,-2.620252,0.000000,-2.918358
ctrl,arabic_bible,-2.987601,0.071429,-2.815613
ctrl,arabic_bible,-2.233682,0.117647,-2.220722
ctrl,arabic_bible,-1.868926,0.055556,-2.285830
ctrl,arabic_bible,-1.907381,0.076923,-2.217027
ctrl,arabic_bible,-2.984364,0.133333,-2.555190
ctrl,arabic_bible,-2.124906,0.236842,-1.664647
ctrl,arabic_bible,-2.150418,0.156250,-2.015033
ctrl,arabic_bible,-2.840223,0.222222,-2.106919
ctrl,arabic_bible,-2.153170,0.045455,-2.479508
ctrl,arabic_bible,-2.546951,0.035714,-2.730049
ctrl,arabic_bible,-2.777815,0.062500,-2.741135
ctrl,arabic_bible,-2.159000,0.095238,-2.274572
ctrl,arabic_bible,-2.849214,0.000000,-3.040366
ctrl,arabic_bible,-2.425402,0.047619,-2.615529
ctrl,arabic_bible,-1.711437,0.360000,-0.929648
ctrl,arabic_bible,-2.377798,0.184211,-2.019352
ctrl,arabic_bible,-2.537827,0.125000,-2.352066
ctrl,arabic_bible,-1.654230,0.071429,-2.105091
ctrl,arabic_bible,-1.968724,0.133333,-2.013980
ctrl,arabic_bible,-1.685134,0.071429,-2.121558
ctrl,arabic_bible,-2.105648,0.076923,-2.322680
ctrl,arabic_bible,-2.113651,0.062500,-2.387217
ctrl,arabic_bible,-1.954103,0.142857,-1.966389
ctrl,arabic_bible,-1.872576,0.037736,-2.362243
ctrl,arabic_bible,-2.048668,0.030303,-2.487139
ctrl,arabic_bible,-2.217510,0.120000,-2.202271
ctrl,arabic_bible,-1.278760,0.062500,-1.942323
ctrl,arabic_bible,-1.968654,0.100000,-2.153241
ctrl,arabic_bible,-1.944090,0.076923,-2.236589
ctrl,arabic_bible,-1.876208,0.204545,-1.667088
ctrl,arabic_bible,-2.346193,0.080000,-2.438002
ctrl,arabic_bible,-1.871978,0.363636,-1.000000
ctrl,arabic_bible,-2.915076,0.142857,-2.478469
ctrl,arabic_bible,-2.000535,0.117647,-2.096483
ctrl,arabic_bible,-2.335391,0.066667,-2.487965
ctrl,arabic_bible,-2.445668,0.156250,-2.172364
ctrl,arabic_bible,-1.872726,0.318182,-1.190351
ctrl,arabic_bible,-1.723543,0.125000,-1.918153
ctrl,arabic_bible,-2.313477,0.163265,-2.072606
ctrl,arabic_bible,-2.309738,0.193548,-1.944062
ctrl,arabic_bible,-1.740740,0.190476,-1.653695
ctrl,arabic_bible,-2.243696,0.142857,-2.120706
ctrl,arabic_bible,-2.478420,0.176471,-2.105316
ctrl,arabic_bible,-3.002486,0.025000,-3.017568
ctrl,arabic_bible,-2.600232,0.103448,-2.475384
ctrl,arabic_bible,-1.791587,0.291667,-1.257920
ctrl,arabic_bible,-1.600345,0.176471,-1.637411
ctrl,arabic_bible,-1.686769,0.312500,-1.115003
ctrl,arabic_bible,-1.896376,0.136364,-1.962764
ctrl,arabic_bible,-1.806065,0.166667,-1.788004
ctrl,arabic_bible,-1.385895,0.230769,-1.296224
ctrl,arabic_bible,-1.042785,0.200000,-1.241971
ctrl,arabic_bible,-2.409283,0.150943,-2.175152
ctrl,arabic_bible,-1.957474,0.146341,-1.953625
ctrl,arabic_bible,-2.859503,0.090909,-2.665944
ctrl,arabic_bible,-2.424562,0.035714,-2.664831
ctrl,arabic_bible,-2.081363,0.060606,-2.377926
ctrl,arabic_bible,-0.955143,0.536232,0.209829
ctrl,arabic_bible,-2.403848,0.086957,-2.439654
ctrl,arabic_bible,-2.019595,0.125000,-2.075913
ctrl,arabic_bible,-2.297640,0.142857,-2.149452
ctrl,arabic_bible,-1.942839,0.074074,-2.247828
ctrl,arabic_bible,-2.015578,0.314286,-1.282755
ctrl,arabic_bible,-1.888215,0.071429,-2.229776
ctrl,arabic_bible,-1.983209,0.093023,-2.190153
ctrl,arabic_bible,-2.450040,0.150000,-2.200813
ctrl,arabic_bible,-2.645514,0.142857,-2.334826
ctrl,arabic_bible,-2.829944,0.045455,-2.840146
ctrl,arabic_bible,-2.973411,0.000000,-3.106548
ctrl,arabic_bible,-3.212831,0.000000,-3.234129
ctrl,arabic_bible,-2.200893,0.100000,-2.276996
ctrl,arabic_bible,-2.146080,0.153846,-2.022766
ctrl,arabic_bible,-2.046749,0.333333,-1.219766
ctrl,arabic_bible,-2.398687,0.058824,-2.554470
ctrl,arabic_bible,-2.724214,0.017857,-2.899133
ctrl,arabic_bible,-2.269036,0.294118,-1.502099
ctrl,arabic_bible,-2.771487,0.102564,-2.570337
ctrl,arabic_bible,-1.475451,0.142857,-1.711326
ctrl,arabic_bible,-2.899135,0.125000,-2.544599
ctrl,arabic_bible,-2.364405,0.105263,-2.342133
ctrl,arabic_bible,-2.588916,0.105263,-2.461770
ctrl,arabic_bible,-2.353057,0.200000,-1.940185
ctrl,arabic_bible,-2.465608,0.133333,-2.278758
ctrl,arabic_bible,-2.453405,0.103448,-2.397143
ctrl,arabic_bible,-3.285051,0.148936,-2.650216
ctrl,arabic_bible,-2.841858,0.041667,-2.862324
ctrl,arabic_bible,-2.166286,0.000000,-2.676450
ctrl,arabic_bible,-1.422520,0.200000,-1.444323
ctrl,arabic_bible,-0.829060,0.062500,-1.702688
ctrl,arabic_bible,-1.978908,0.088235,-2.207869
ctrl,arabic_bible,-1.240463,0.333333,-0.790115
ctrl,arabic_bible,-2.283689,0.034483,-2.594909
ctrl,arabic_bible,-2.007951,0.189189,-1.801464
ctrl,arabic_bible,-2.247284,0.142857,-2.122619
ctrl,arabic_bible,-1.989640,0.130435,-2.037239
ctrl,arabic_bible,-2.173365,0.000000,-2.680222
ctrl,arabic_bible,-2.125738,0.195652,-1.837221
ctrl,arabic_bible,-1.905895,0.068966,-2.249490
ctrl,arabic_bible,-2.505514,0.125000,-2.334847
ctrl,arabic_bible,-1.598818,0.312500,-1.068136
ctrl,arabic_bible,-2.358948,0.090909,-2.399210
ctrl,arabic_bible,-1.589022,0.133333,-1.811645
ctrl,arabic_bible,-1.775842,0.241379,-1.459678
ctrl,arabic_bible,-2.331718,0.055556,-2.532440
ctrl,arabic_bible,-1.595989,0.230769,-1.408178
ctrl,arabic_bible,-2.101838,0.086957,-2.278720
ctrl,arabic_bible,-1.764026,0.062500,-2.200910
ctrl,arabic_bible,-1.595490,0.232558,-1.400436
ctrl,arabic_bible,-2.454148,0.181818,-2.070035
ctrl,arabic_bible,-2.345945,0.222222,-1.843529
ctrl,arabic_bible,-1.780139,0.200000,-1.634890
ctrl,arabic_bible,-1.938806,0.090909,-2.175326
ctrl,arabic_bible,-2.413066,0.164557,-2.120277
ctrl,arabic_bible,-2.074427,0.117647,-2.135859
ctrl,arabic_bible,-2.623636,0.081081,-2.581327
ctrl,arabic_bible,-2.506409,0.139535,-2.274584
ctrl,arabic_bible,-3.153174,0.078947,-2.872422
ctrl,arabic_bible,-2.497948,0.166667,-2.156693
ctrl,arabic_bible,-2.504926,0.142857,-2.259910
ctrl,arabic_bible,-2.481375,0.127273,-2.312486
ctrl,arabic_bible,-1.877955,0.131148,-1.974746
ctrl,arabic_bible,-2.159510,0.097561,-2.265136
ctrl,arabic_bible,-2.481080,0.075472,-2.528804
ctrl,arabic_bible,-2.588880,0.137931,-2.325233
ctrl,arabic_bible,-1.771297,0.117647,-1.974328
ctrl,arabic_bible,-2.588976,0.147059,-2.287140
ctrl,arabic_bible,-2.869734,0.129032,-2.512081
ctrl,arabic_bible,-2.534013,0.166667,-2.175911
ctrl,arabic_bible,-2.600240,0.083333,-2.559448
ctrl,arabic_bible,-2.038087,0.142857,-2.011142
ctrl,arabic_bible,-2.818831,0.148936,-2.401779
ctrl,arabic_bible,-2.411914,0.217391,-1.898871
ctrl,arabic_bible,-2.851983,0.162162,-2.364173
ctrl,arabic_bible,-2.387064,0.042857,-2.614999
ctrl,arabic_bible,-2.388944,0.109091,-2.339213
ctrl,arabic_bible,-2.803687,0.076923,-2.694648
ctrl,arabic_bible,-2.418595,0.208333,-1.940284
ctrl,arabic_bible,-2.007788,0.136364,-2.022133
ctrl,arabic_bible,-2.401373,0.125000,-2.279353
ctrl,arabic_bible,-2.435474,0.083333,-2.471648
ctrl,arabic_bible,-1.965137,0.170213,-1.857951
ctrl,arabic_bible,-2.286223,0.090909,-2.360457
ctrl,arabic_bible,-1.478375,0.178571,-1.563636
ctrl,arabic_bible,-2.123806,0.060606,-2.400543
ctrl,arabic_bible,-2.013256,0.135135,-2.030180
ctrl,arabic_bible,-2.139275,0.243902,-1.642799
ctrl,arabic_bible,-2.403487,0.103448,-2.370543
ctrl,arabic_bible,-2.771998,0.122449,-2.487511
ctrl,arabic_bible,-2.653612,0.105263,-2.496245
ctrl,arabic_bible,-2.704089,0.057143,-2.724236
ctrl,arabic_bible,-2.583574,0.078947,-2.568896
ctrl,arabic_bible,-2.262872,0.222222,-1.799262
ctrl,arabic_bible,-2.313007,0.115385,-2.272447
ctrl,arabic_bible,-2.781823,0.147059,-2.389903
ctrl,arabic_bible,-2.652945,0.000000,-2.935779
ctrl,arabic_bible,-2.226738,0.181818,-1.948854
ctrl,arabic_bible,-2.062403,0.155556,-1.971034
ctrl,arabic_bible,-2.569625,0.111111,-2.427052
ctrl,arabic_bible,-2.729905,0.184211,-2.206982
ctrl,arabic_bible,-2.886025,0.080000,-2.725666
ctrl,arabic_bible,-2.744472,0.133333,-2.427358
ctrl,arabic_bible,-2.480296,0.081081,-2.504945
ctrl,arabic_bible,-2.486943,0.092308,-2.461571
ctrl,arabic_bible,-2.647642,0.052632,-2.713009
ctrl,arabic_bible,-2.374391,0.000000,-2.787344
ctrl,arabic_bible,-2.905501,0.142857,-2.473367
ctrl,arabic_bible,-2.761415,0.169231,-2.286373
ctrl,arabic_bible,-3.088674,0.000000,-3.167969
ctrl,arabic_bible,-2.473707,0.238095,-1.845278
ctrl,arabic_bible,-1.864618,0.136364,-1.945841
ctrl,arabic_bible,-2.434183,0.111111,-2.354878
ctrl,arabic_bible,-2.632735,0.176471,-2.187547
ctrl,arabic_bible,-2.633719,0.075000,-2.612113
ctrl,arabic_bible,-3.029629,0.047619,-2.937508
ctrl,arabic_bible,-2.477046,0.145455,-2.234199
ctrl,arabic_bible,-2.590029,0.111111,-2.437924
ctrl,arabic_bible,-2.512230,0.081081,-2.521961
ctrl,arabic_bible,-2.947077,0.081633,-2.751376
ctrl,arabic_bible,-2.289551,0.176471,-2.004672
ctrl,arabic_bible,-2.511513,0.187500,-2.076859
ctrl,arabic_bible,-2.719049,0.093023,-2.582264
ctrl,arabic_bible,-2.889994,0.138889,-2.481687
ctrl,arabic_bible,-2.661387,0.112676,-2.469410
ctrl,arabic_bible,-2.770478,0.043478,-2.816716
ctrl,arabic_bible,-2.091049,0.052632,-2.416413
ctrl,arabic_bible,-2.157089,0.000000,-2.671549
ctrl,arabic_bible,-1.709441,0.105263,-1.993118
ctrl,arabic_bible,-2.141549,0.117647,-2.171627
ctrl,arabic_bible,-2.030453,0.142857,-2.007074
ctrl,arabic_bible,-1.896413,0.448980,-0.656376
ctrl,arabic_bible,-2.001882,0.266667,-1.474455
ctrl,arabic_bible,-2.322189,0.190476,-1.963536
ctrl,arabic_bible,-1.442966,0.347826,-0.837460
ctrl,arabic_bible,-2.845634,0.000000,-3.038459
ctrl,arabic_bible,-2.378930,0.142857,-2.192770
ctrl,arabic_bible,-1.663394,0.259259,-1.325038
ctrl,arabic_bible,-2.382962,0.076923,-2.470453
ctrl,arabic_bible,-1.473817,0.142857,-1.710456
ctrl,arabic_bible,-1.704535,0.187500,-1.646840
ctrl,arabic_bible,-1.257953,0.280000,-1.022313
ctrl,arabic_bible,-1.368779,0.187500,-1.467923
ctrl,arabic_bible,-2.129416,0.263158,-1.557078
ctrl,arabic_bible,-2.134252,0.090909,-2.279475
ctrl,arabic_bible,-1.336811,0.277778,-1.073621
ctrl,arabic_bible,-1.661330,0.181818,-1.647561
ctrl,arabic_bible,-2.004027,0.250000,-1.545247
ctrl,arabic_bible,-1.840884,0.263158,-1.403326
ctrl,arabic_bible,-2.047394,0.205882,-1.752722
ctrl,arabic_bible,-1.780283,0.342857,-1.037974
ctrl,arabic_bible,-1.444538,0.130435,-1.746766
ctrl,arabic_bible,-2.498134,0.157895,-2.193449
ctrl,arabic_bible,-2.681623,0.111111,-2.486733
ctrl,arabic_bible,-2.777395,0.000000,-3.002096
ctrl,arabic_bible,-2.285571,0.000000,-2.740014
ctrl,arabic_bible,-2.202010,0.112676,-2.224618
ctrl,arabic_bible,-2.292417,0.111111,-2.279334
ctrl,arabic_bible,-1.328219,0.200000,-1.394073
ctrl,arabic_bible,-2.309768,0.000000,-2.752908
ctrl,arabic_bible,-1.051907,0.250000,-1.037884
ctrl,arabic_bible,-2.058243,0.000000,-2.618876
ctrl,arabic_bible,-2.005725,0.235294,-1.607607
ctrl,arabic_bible,-1.716305,0.125000,-1.914296
ctrl,arabic_bible,-2.110508,0.200000,-1.810936
ctrl,arabic_bible,-2.319392,0.071429,-2.459540
ctrl,arabic_bible,-2.301295,0.227273,-1.798631
ctrl,arabic_bible,-2.324833,0.074074,-2.451384
ctrl,arabic_bible,-1.723007,0.047619,-2.241239
ctrl,arabic_bible,-2.335094,0.117647,-2.274762
ctrl,arabic_bible,-1.028147,0.295455,-0.835271
ctrl,arabic_bible,-2.009432,0.170213,-1.881555
ctrl,arabic_bible,-2.118240,0.142857,-2.053854
ctrl,arabic_bible,-2.580352,0.233333,-1.922007
ctrl,arabic_bible,-2.073667,0.176471,-1.889633
ctrl,arabic_bible,-1.960079,0.111111,-2.102239
ctrl,arabic_bible,-2.298649,0.214286,-1.851493
ctrl,arabic_bible,-1.765931,0.294118,-1.234006
ctrl,arabic_bible,-2.573328,0.050000,-2.684406
ctrl,arabic_bible,0.624135,1.000000,2.989455
ctrl,arabic_bible,-1.612948,0.086957,-2.018202
ctrl,arabic_bible,-1.924933,0.071429,-2.249342
ctrl,arabic_bible,-2.319020,0.050000,-2.548891
ctrl,arabic_bible,-2.185924,0.105263,-2.247025
ctrl,arabic_bible,-2.385926,0.062500,-2.532306
ctrl,arabic_bible,-1.481897,0.235294,-1.328472
ctrl,arabic_bible,-2.449582,0.173077,-2.104131
ctrl,arabic_bible,-3.198849,0.111111,-2.762350
ctrl,arabic_bible,-2.508943,0.185185,-2.085164
ctrl,arabic_bible,-2.799941,0.030303,-2.887475
ctrl,arabic_bible,-1.946593,0.058824,-2.313560
ctrl,arabic_bible,-3.232614,0.108108,-2.792892
ctrl,arabic_bible,-3.219917,0.240000,-2.234956
ctrl,arabic_bible,-2.610459,0.153846,-2.270223
ctrl,arabic_bible,-1.887587,0.037037,-2.373162
ctrl,arabic_bible,-2.696163,0.035714,-2.809561
ctrl,arabic_bible,-2.432137,0.238095,-1.823126
